Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response
BreakingPointCanadaQuebecThe1995Referendum,2005,NA,30Oct2005,NA,Documentary,JackieCorkery,HubertGendron,JudithMAtkinsonLucienBouchardHenryChampJeanCharest,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue8710,NA,87,16,tt1824924,movie,NA,NA,NA,NA,True
PawnathonCanada,2011,NA,18Jul2011,44min,RealityTV,NA,NA,NA,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue4310,NA,43,16,tt2232875,series,2,True
CanadaDay,2017,NA,15Jun2017,7min,ShortComedyHorror,KyleMartellacci,KyleMartellacci,StephanieMoranBradleyHamiltonElizabethMcSheffreyFabioRicci,WhenCanadasbirthdaycelebrationsareintrudedbyamaskedmaniacyoungbeautifulCanadiansfearfortheirlives5friendsVictoriaHudsonReginaTimothyandtheirAmericanfriend,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BYzRkOTliOTAtNGY1Mi00YjkyLTk4YWMtZGIxN2JhMmY3M2Y1XkEyXkFqcGdeQXVyMjU1MjIzNQV1SX300jpg,SourceInternetMovieDatabaseValue7210,NA,72,16,tt7023432,movie,NA,NA,NA,NA,True
CanadaVignettesNewfoundland,1978,NA,NA,1min,AnimationShortDocumentary,GeorgeGeertsen,JosefReeve,MichaelKane,AexaminationoftheVikingexplorerswhowerethefirstEuropeanstodiscoverCanada,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6110,NA,61,16,tt0225277,movie,25Aug2009,NA,NA,NA,True
Canada,2004,NA,01Jun2004,12min,ShortDramaHistory,HarmvanderSanden,LuukvanBemmelenHarmvanderSanden,JasperEvenMonicHendrickxAdvanKempen,Setintheearly50sinthesouthofHollandyoungTeundoesnotunderstandhismothersdeathInthistimeofmajorimmigrationtothepromisedlandofCanadahethinkstheyareallgoingtotakethisjourney,Dutch,Netherlands,NA,httpsmmediaamazoncomimagesMMV5BMTc1NTc2NTAxMV5BMl5BanBnXkFtZTgwNjA3MDA2MDEV1SX300jpg,SourceInternetMovieDatabaseValue7110,NA,71,16,tt0478852,movie,06Aug2004,NA,NA,NA,True
CanadaVignettesLandBridge,1978,NA,NA,1min,AnimationShort,GeorgeGeertsen,JosefReeve,NA,AnillustrationofthepredominateanthroplogicaltheoryofhowhumanscametotheAmericas,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5910,NA,59,15,tt0225271,movie,NA,NA,NA,NA,True
CanadaVignettesDance,1979,NA,NA,2min,ShortDocumentaryAnimation,LiseHlneLarin,NA,NA,Ananimatedcelebrationofthehumanneedtodanceinallitsforms,English,Canada,NA,NA,SourceInternetMovieDatabaseValue7310,NA,73,15,tt0225258,movie,NA,NA,NA,NA,True
CanadaVignettesWoollyMammoth,1979,NA,NA,1min,ShortAnimationDocumentary,BillMaylone,NA,StanPeters,ThetheorizednatureoftheNorthAmericanWollyMammothisshownwhileonesuchanimalhasaclosecallwithsomethinice,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6210,NA,62,15,tt0224710,movie,NA,NA,NA,NA,True
TheWorldWithoutCanada,2017,NA,31May2017,60min,Documentary,NA,NA,DanAykroydBruceTurner,NA,English,NA,NA,httpsmmediaamazoncomimagesMMV5BOTBmYTkyYjItZjNjOC00OWYzLTlhMWMtOTYwZWJiYjhlNWFlXkEyXkFqcGdeQXVyODE5NTIzMQV1SX300jpg,SourceInternetMovieDatabaseValue8910,NA,89,15,tt6942700,series,NA,True
TheCloserYouGettoCanada,2010,NA,13Sep2010,11min,ShortComedyDrama,JohnBolton,JohnBoltonwrittenforthescreenbyThomasKingbasedontheshortstoryby,GordonTootoosisAlexDiakunShirleyBroderickMarkRedsky,AdisturbingblackcomedyabouttwooldfriendsplottinganescapetoCanadafromaseniorsgamepreserveintheUnitedStatesofthenearfutureBasedontheshortstorybyacclaimedCanadianauthorThomasKing,English,Canada,1win,httpsmmediaamazoncomimagesMMV5BMTMxMjc3MTU4Ml5BMl5BanBnXkFtZTcwMDEwODg3MwV1SX300jpg,SourceInternetMovieDatabaseValue6510,NA,65,14,tt1665765,movie,NA,NA,NA,NA,True
CanadaVignettesRiverdaleLion,1979,NA,NA,1min,AnimationShort,NA,JohnRobertColombopoem,NA,ThelifeofalioninaCanadianzooisdescribed,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6410,NA,64,14,tt0225282,movie,NA,NA,NA,NA,True
CanadaVignettesNewsCanada,1978,NA,NA,3min,AnimationShortComedy,YossiAbolafia,NA,EarlPenningtonKellyRicardHowardRyshpan,Aprofileoflate19thcenturyCanadapresentedasaTVnewscast,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6910,NA,69,14,tt0225278,movie,NA,NA,NA,NA,True
CanadaVignettesHuddenandDuddenandDonaldONeary,1978,NA,NA,5min,AnimationShortFamily,EvaSzasz,NA,WalterMassey,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue4510,NA,45,14,tt0222891,movie,NA,NA,NA,NA,True
CanadaVignettesEmergencyNumbers,1984,NA,NA,2min,AnimationShortComedy,JohnWeldon,NA,NA,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5310,NA,53,14,tt0236058,movie,NA,NA,NA,NA,True
OCanada,1952,NA,NA,1min,AnimationShort,EvelynLambart,NA,NA,AnanimatedadaptationofCanadasnationalanthemthattakesa3DtripacrossthecountryfromcoasttocoastItfeaturesthetravelingzoominventedbyNormanMcLarenin1937a,NA,Canada,NA,httpsiamediaimdbcomimagesMMV5BMjE2MjU5MzM4Ml5BMl5BanBnXkFtZTgwMTE2NzI2MjEV1SX300jpg,SourceInternetMovieDatabaseValue6310,NA,63,13,tt0226231,movie,NA,NA,NA,NA,True
TheUnclefromCanada,1959,NA,NA,84min,Comedy,FilipposFylaktos,FilipposFylaktos,GeorgiaVasileiadouGiannisGionakisThanasisVengosStavrosIatridis,NA,Greek,Greece,NA,httpsmmediaamazoncomimagesMMV5BM2E2N2FkNWQtZDhjNy00YTk0LWIyM2ItOTkwMTdiNTUxMzFmXkEyXkFqcGdeQXVyNzg5OTk2OAV1SX300jpg,SourceInternetMovieDatabaseValue4710,NA,47,13,tt0184942,movie,NA,NA,NA,NA,True
CanadaVignettesSodbusters,1978,NA,NA,1min,AnimationShortDramaHistoryWestern,NA,NA,NA,ACanadianprairiefarmfamilyhasatoughbeginningontheirnewfarm,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5910,NA,59,13,tt0225283,movie,NA,NA,NA,NA,True
CanadaVignettesToronto,1978,NA,NA,1min,AnimationShortHistory,CarlosMarchiori,NA,NA,ThedevelopmentofCanadaslargestcityfromitsfoundingintheearly19thcenturytothe1970s,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6810,NA,68,13,tt0225297,movie,NA,NA,NA,NA,True
CanadaVignettesTradingPost,1978,NA,NA,1min,DocumentaryAnimationShort,NA,NA,MichaelKane,Anillustrationofatypical18th19thfurtradepostwhereNativeAmericanstradedfursandreceivedonlyafractionoftheirtruevalue,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6410,NA,64,13,tt0225298,movie,NA,NA,NA,NA,True
CanadaVignettesBluenose19211946,1979,NA,NA,3min,DocumentaryShortHistory,RichardTodd,NA,MichaelKane,AshorthistoryofCanadasgreatestsailingship,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6510,NA,65,13,tt0225251,movie,NA,NA,NA,NA,True
CanadaVignettesCaptainCook,1978,NA,NA,1min,DocumentaryAnimationShort,BarryHelmer,NA,NA,ThestoryofCaptainJamesCooksdiscoveryofthewestcoastofCanadaandthebeginningoftheseaottertrade,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6510,NA,65,13,tt0225254,movie,NA,NA,NA,NA,True
BigBrotherCanadaSideShow,2014,NA,06Mar2014,NA,TalkShow,NA,NA,ArisaCoxPeterBrownGaryLevy,BigBrotherCanadahostArisaCoxisjoinedbySeason1fanfavoritePeterBrownandSeason3winnerSarahHanloneveryFridaySliceorSaturdayGlobaltodiscussthelatestweekofactioninsidetheHouse,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMDRhZGI0NjItNTQ5My00MTNkLTgwNzMtNzQ2YmQyMDljMTFhXkEyXkFqcGdeQXVyNjUyODM1NzUV1SX300jpg,SourceInternetMovieDatabaseValue6210,NA,62,13,tt4471196,series,3,True
CanadaVignettesThePerformer,1980,NA,01May1980,3min,Short,NA,NA,RogerDoucet,NA,FrenchEnglish,Canada,1win1nomination,NA,SourceInternetMovieDatabaseValue6410,NA,64,12,tt0225292,movie,NA,NA,NA,NA,True
CanadaVignettesPortRoyal,1978,NA,NA,1min,DocumentaryAnimationShort,RobertDoucet,JosefReeve,NA,ThestoryofthefirstdifficultwinterofSamuelChamplainscolonyinCanada,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6310,NA,63,12,tt0225280,movie,NA,NA,NA,NA,True
CanadaVignettesTrees,1978,NA,NA,1min,AnimationShortDrama,RobertDoucet,JosefReeve,RodConeybeareMichaelKane,Asweseeamapletreegothroughthecycleoftheseasonsanarratornotesofvariousopinionsabouttrees,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6610,NA,66,11,tt0225299,movie,NA,NA,NA,NA,True
TheKidfromCanada,1958,NA,16Feb1958,57min,Family,KayMander,JohnEldridge,BernardBradenChristopherBradenDavidCaldwellEleanorLaing,NA,NA,UK,NA,NA,SourceInternetMovieDatabaseValue4510,NA,45,11,tt0168919,movie,NA,NA,NA,NA,True
BeMyValentineFrannyCanada,2003,NA,09May2003,11min,ComedyShort,StevenTsapelas,StevenTsapelas,GingerKearnsShelbyBondLarsStevensCharleneMiller,FrannyandLowellareapairofgrownup1980schildactorstryingtodiscoverthemeaningofValentinesDay,NA,NA,NA,NA,SourceInternetMovieDatabaseValue7710,NA,77,11,tt0437854,movie,NA,NA,NA,NA,True
TheGreatTorontoFireTorontoCanadaApril191904,1904,NA,NA,NA,DocumentaryShort,NA,NA,NA,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue5010,NA,50,10,tt0809335,movie,NA,NA,NA,NA,True
CanadaforCanadians,1988,NA,NA,17min,ShortDocumentary,NA,NA,AdrienneClarksonBruceCockburnAbrahamRotsteinTerrenceSlater,ProminentCanadiansexplaintheiroppositiontotheproposedFreeTradeAgreementwiththeUSAViewersarewarnedthatCanadianswillbepayingheavilyforwhattheyhavealreadyWe,English,Canada,NA,NA,SourceInternetMovieDatabaseValue7910,NA,79,10,tt0193037,movie,NA,NA,NA,NA,True
CanadaVignettesLandoftheMapleLeaf,1978,NA,NA,3min,DocumentaryShort,RonWebber,NA,HowardRyshpan,AlookattheimportanceoftheredmapleleafinCanadianhistorysocietyandculture,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6110,NA,61,10,tt0222892,movie,NA,NA,NA,NA,True
CanadaVignettesDeltaPlane,1979,NA,NA,2min,ShortAnimation,HubertNeaultNicoleRobert,NA,NA,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue5110,NA,51,10,tt0225259,movie,NA,NA,NA,NA,True
CanadaVignettesCrossingGuards,1978,NA,NA,NA,ShortDocumentary,NA,NA,NA,Schoolcrossingguardsareseenatworkandwelistentocommentsabouttheirwork,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue6910,NA,69,10,tt0225257,movie,NA,NA,NA,NA,True
CanadaVignettesHomeoftheBeaver,1978,NA,NA,3min,ShortHistory,RonWebber,NA,JohnHowe,AhistoryofthebeaverinCanadaanditsimportanceasasymbolandicontobothnativesandwhitesettlers,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5910,NA,59,10,tt0222890,movie,NA,NA,NA,NA,True
CanadaforHaiti,2010,NA,22Jan2010,60min,DocumentaryMusic,DaveRussell,NA,PamelaAndersonWillArnettBarenakedLadiesJustinBieber,CherylHickeyBenMulroneyandGeorgeStrombolopouloshostabenefitconcerttohelpthehumanitariancrisisthataffectedHaitiafteradevastatingearthquake,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6310,NA,63,10,tt1591467,movie,NA,NA,NA,NA,True
SayYestotheDressCanada,2015,NA,07Jan2015,NA,RealityTV,NA,NA,JeffCole,ItstheonedressshesdreamedaboutherentirelifeAndeveryonehasanopinionaboutitBetweenbudgetandblingtaffetaandtantrumsnottomentionthecommentsandcriticismsof,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BNGEyZjJiMjgtOTU3YS00ZDYyLTgyYjctYWYxYWVhNDQzOGUyXkEyXkFqcGdeQXVyODQ5MjAyNgV1SX300jpg,SourceInternetMovieDatabaseValue3210,NA,32,10,tt4390084,series,2,True
LestatsDsunisduCanada,2012,NA,07Dec2012,84min,DocumentaryHistory,MichelBarbeauGuylaineMaroistEricRuel,GuylaineMaroistscenarioGuylaineMaroist,NA,YouthinkQuebeckersaretheonlyCanadianswhoaspiretoindependenceWrongThereareseparatistsalloverthecountryfromseatoseaThewordseparationisthesameinEnglishand,FrenchEnglish,Canada,NA,NA,SourceInternetMovieDatabaseValue6210,NA,62,9,tt3654410,movie,NA,NA,NA,NA,True
LestatsDsunisduCanada,2012,NA,07Dec2012,84min,DocumentaryHistory,MichelBarbeauGuylaineMaroistEricRuel,GuylaineMaroistscenarioGuylaineMaroist,NA,YouthinkQuebeckersaretheonlyCanadianswhoaspiretoindependenceWrongThereareseparatistsalloverthecountryfromseatoseaThewordseparationisthesameinEnglishand,FrenchEnglish,Canada,NA,NA,SourceInternetMovieDatabaseValue5610,NA,56,9,tt3658240,movie,NA,NA,NA,NA,True
UFC58CountdownUSAvsCanada,2006,NA,NA,NA,Sport,AnthonyGiordanoJustinWard,NA,NA,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue5810,NA,58,9,tt1608261,movie,NA,NA,NA,NA,True
WingsOverCanada,19982006,NA,NA,NA,Documentary,NA,NA,DarrenAdam,BushPilotJohnLovelacecoverseverycornerofwildernessCanadadocumentinghistravelsanddiscoveriesfortheWingsOverCanadatelevisionseriesTheseriesnowseenweeklyjustabout,English,Canada,NA,NA,SourceInternetMovieDatabaseValue7710,NA,77,9,tt0802916,series,11,True
CanadaVignettesOnionsandGarlic,1978,NA,NA,4min,AnimationComedyShort,EvaSzasz,EvaSzasz,GailGarfinkle,Atraditionalfolktaleaboutamansventuretointroduceonionstoafarawaykingdomandadisreputablemansattempttoexploitthat,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5810,NA,58,9,tt0222895,movie,NA,NA,NA,NA,True
CanadaVignettesBluenoseIIJuly241963,1979,NA,NA,4min,DocumentaryShortHistory,RichardTodd,NA,MichaelKane,ThestoryoftheconstructionofalatterdaycopyofthegreatCanadiansailingship,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6710,NA,67,9,tt0225252,movie,NA,NA,NA,NA,True
CanadaVignettesFashionDesigner,1977,NA,NA,2min,ShortDocumentary,NA,NA,SelmaBryantFournier,Afashiondesignerslifeisprofiledandsheisseenatwork,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5010,NA,50,9,tt0225263,movie,NA,NA,NA,NA,True
CanadaVignettesPhysiotherapist,1977,NA,NA,3min,DocumentaryShortBiography,JudithPottertonRosemarieShapley,NA,NA,Thisfilmprofilesaphysiotherapistandfollowsherworkwithapatient,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5910,NA,59,9,tt0225279,movie,NA,NA,NA,NA,True
CanadaVignettesTheHam,1978,NA,NA,4min,DocumentaryShort,RonaldBlumer,RonaldBlumer,MichaelKane,AllanLairdteachespeoplehowtobecomehamradiooperators,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue6210,NA,62,9,tt0225288,movie,NA,NA,NA,NA,True
TheMysteriousMoonMenofCanada,1989,NA,NA,26min,ShortComedySciFi,ColinBrunton,ColinBruntonJohnPearson,CarmelaAlberoAdrienneAmatoColinBruntonRonCook,AfilmmakersearchesfortwoCanadianswhoflewtothemoonin1959butbecausetheywereCanadianweretoomodesttotellanybodyaboutit,English,Canada,1win,NA,SourceInternetMovieDatabaseValue7810,NA,78,9,tt0209169,movie,NA,NA,NA,NA,True
CanadaVignettesFlinFlon,1978,NA,NA,3min,DocumentaryShort,TinaHorne,NA,DavidBairstowMichaelKane,ThestorybehindtheCanadiancityofFlinFlonsunusualname,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6310,NA,63,9,tt0236059,movie,NA,NA,NA,NA,True
CanadaVignettesInuitPipe,1979,NA,NA,NA,DocumentaryShort,NA,NA,NA,AtraditionalInuitpipeanditscarvingsareexamined,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6010,NA,60,9,tt0236068,movie,NA,NA,NA,NA,True
CanadaVignettesMtisCoat,1979,NA,NA,1min,ShortDocumentary,NA,NA,VlastaVrana,ThedecorativepatternstyleofatraditionalMetiscoatisexplored,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5810,NA,58,8,tt0236073,movie,NA,NA,NA,NA,True
CanadaVignettesSkier,1978,NA,NA,NA,DocumentaryShortSport,NA,NA,NA,ThetrainingofKathyKreinertheskierwhowontheonlygoldmedalgainedbyCanadainthe1976WinterOlympics,English,Canada,NA,NA,SourceInternetMovieDatabaseValue4610,NA,46,8,tt0236076,movie,NA,NA,NA,NA,True
CanadaVignettesDonMesserHisLandandHisMusicDonMesser19101973,1979,NA,NA,1min,Short,MartinDefalco,NA,DonMesser,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue5610,NA,56,8,tt0222886,movie,NA,NA,NA,NA,True
CanadaVignettesTheWoolSpinner,1979,NA,NA,2min,DocumentaryShort,JosephMacDonaldRitaRoy,JosephMacDonald,LornaBrown,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6510,NA,65,8,tt0222901,movie,NA,NA,NA,NA,True
CanadaVignettesOurDailyBread,1979,NA,NA,3min,Short,JosephMacDonaldRitaRoy,JosephMacDonald,StephenBloomerJLoGagnonricGaudry,NA,EnglishFrench,Canada,NA,NA,SourceInternetMovieDatabaseValue5810,NA,58,8,tt0222896,movie,NA,NA,NA,NA,True
CanadaVignettesCatapultCanada,1985,NA,NA,1min,ShortAnimation,BillMaylone,NA,NA,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6610,NA,66,8,tt0224708,movie,NA,NA,NA,NA,True
FourWeddingsCanada,2012,NA,04Jan2012,60min,RealityTV,NA,NA,DaveMcRae,FourWeddingsCanadafollowsfourbridesastheyattendeachothersweddingasaguestandjudgethedaybasedonfourcategoriesthedressthefoodthevenueandtheoverallexperience,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMjVlNTU3MjUtYmRlZC00MjQ5LWI3OTItZGNlMjMxMWRlNzAzXkEyXkFqcGdeQXVyMTA4MTMwMTkV1SX300jpg,SourceInternetMovieDatabaseValue5510,NA,55,8,tt2180991,series,2,True
FoolCanada,2015,NA,23Jun2015,30min,Comedy,NA,NA,WillSassoCraigLauzonSamKaliliehSaraHennessey,NA,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BN2ZhMzljMDItNTcwYy00YWI0LTk5YWMtZGQ3NGYzNTE3NGQ3XkEyXkFqcGdeQXVyMTcwMzQ4NAV1SX300jpg,SourceInternetMovieDatabaseValue6910,NA,69,8,tt4789316,series,1,True
SpellingNightinCanada2012,2012,NA,01Apr2012,60min,GameShow,ShelaghOBrien,MattKippenKevinWallis,BrentBamburyGerryDeeJimHughsonPaulLoeffler,The21finalistsfromacrossthecountryfaceoffandgowordforwordandletterforletterinanefforttobecrownedCanadasNationalSpellingChampion,English,Canada,NA,NA,SourceInternetMovieDatabaseValue3310,NA,33,7,tt2369319,movie,NA,NA,NA,NA,True
DeathorCanada,2008,NA,25Nov2008,NA,Documentary,RuanMagan,RuanMaganJCraigThompson,AnthonyMurphyRoseConwayBrianDennehyLeeSamuelWilson,DeathorCanadaisthetragicandtruestoryofonefamilysepicjourneytoCanadafleeingtheravagesoftheIrishfaminein1847Archaeologistsandhistoriansreconstructthisforgotten,English,CanadaIreland,4nominations,httpsmmediaamazoncomimagesMMV5BOTkzMGViMjctNzRlNy00OTNmLWE1MzYtNDI2NGJkOGFiZWYyXkEyXkFqcGdeQXVyMTU5ODY3OTUV1SX300jpg,SourceInternetMovieDatabaseValue9010,NA,90,7,tt1720080,movie,NA,NA,NA,NA,True
CanadaVignettesTheSeigneury,1978,NA,NA,3min,DocumentaryShortHistory,JaniceBrown,NA,JohnBoylan,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue4910,NA,49,7,tt0222900,movie,NA,NA,NA,NA,True
CanadaVignettesEasterEggs,1978,NA,NA,3min,ShortDocumentary,YurijLuhovy,NA,NA,AfilmaboutUkrainianeastereggstheirreligiousandculturalsignificanceandhowtheyaremade,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6710,NA,67,7,tt0225260,movie,NA,NA,NA,NA,True
CanadaVignettesThePhotographers,1978,NA,NA,4min,DocumentaryShort,JudithPottertonRosemarieShapley,NA,MichaelKane,Twochildrensportraitphotographersareprofiledandseenatwork,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5410,NA,54,7,tt0225293,movie,NA,NA,NA,NA,True
CanadaVignettesTheVeteran,1978,NA,NA,4min,DocumentaryShortBiography,RonaldBlumer,RonaldBlumer,MichaelKane,AnexSpitfirepilotgivesanartclasstoveteransandyoungsters,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue6010,NA,60,7,tt0225294,movie,NA,NA,NA,NA,True
Lacaada,2004,NA,01Oct2004,20min,DramaShort,CarloCorea,CarloCorea,BaltimoreBeltranAntonioMonroiMarioZaragoza,NA,Spanish,Mexico,NA,NA,SourceInternetMovieDatabaseValue8310,NA,83,7,tt0425813,movie,NA,NA,NA,NA,True
CanadaVignettesIndianPipe,1979,NA,NA,NA,ShortDocumentary,NA,NA,VlastaVrana,ANativeAmericanreligiousconceptillustratedonasmokingpipeisdescribedasthecarvingisdisplayed,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6310,NA,63,7,tt0236067,movie,NA,NA,NA,NA,True
CanadaVignettesHolidays,1978,NA,NA,NA,DocumentaryShortBiography,NA,NA,NA,Apainterrecallsthefarmworkshedidasachildduringsummerholidays,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5610,NA,56,7,tt0236063,movie,NA,NA,NA,NA,True
CanadaVignettesVeterinarian,1977,NA,NA,3min,DocumentaryShort,JudithPottertonRosemarieShapley,NA,NA,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5610,NA,56,7,tt0225301,movie,NA,NA,NA,NA,True
CanadaVignettesMcIntosh,1979,NA,NA,NA,DocumentaryShortHistory,NA,NA,NA,Thestoryofthecreationofthepopularbreedofapple,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue6210,NA,62,6,tt0236071,movie,NA,NA,NA,NA,True
CanadaVignettesMoccasins,1979,NA,NA,1min,DocumentaryShort,NA,NA,NA,ApairoftraditionalNativeAmericanmoccasinsanditsdecorationaredisplayed,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6010,NA,60,6,tt0236072,movie,NA,NA,NA,NA,True
CanadaVignettesTheVisitor,1979,NA,NA,NA,Documentary,NA,NA,VlastaVrana,AnancientNativeAmericanwoodcarvingthatseemstoresembleaEuropeanpriestisexamined,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5510,NA,55,6,tt0236078,movie,NA,NA,NA,NA,True
LetNoOnePutAsunderTheLegalRecognitionofSameSexMarriageinCanada,2004,NA,27Sep2004,45min,Documentary,AlexisFossMackintosh,NA,NA,AlookattheissuessurroundinggaymarriageinCanadapoliticalreligiousandsocialasevidencedbythreegaymarriagesthatthefilmfocuseson,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6810,NA,68,6,tt0435131,movie,NA,NA,NA,NA,True
AFlagforCanada,2003,NA,NA,60min,DocumentaryHistory,SueRidout,RickArchboldbasedonthebookbySueRidoutHelenSlinger,ChrisPotter,Thestoryofthe1960spoliticalstruggletodefineadistinctivenewNationalFlagforCanada,English,Canada,1win1nomination,NA,SourceInternetMovieDatabaseValue6710,NA,67,6,tt0373844,movie,NA,NA,NA,NA,True
CanadaSpermBankofSatan,2003,NA,31May2003,12min,ComedyShort,GrahamHollings,NA,NA,OnegaymansvideofantasyofaroadtriptoCanadaWhosangLoveandMapleSyrup,English,USA,NA,NA,SourceInternetMovieDatabaseValue4710,NA,47,6,tt0370384,movie,NA,NA,NA,NA,True
CanadaNaturallyTheFilmPartOne,1993,NA,NA,60min,Documentary,DavidPBall,NA,PeterRidenMichelVas,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue8510,NA,85,6,tt0369312,movie,NA,NA,NA,NA,True
TheGuessWhoRunningBackThruCanada,2004,NA,26Oct2004,155min,DocumentaryMusic,RicoLabbe,NA,BurtonCummingsRandyBachmanGaryPetersonDonnieMcDougall,TheGuessWhoisfilmedforaconcertintheirhometownofWinnepegduringa2000crossCanadatour,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BNmMxODI3MDItYzgzNy00MmRkLWI5NDItYzUzOTVjMzhjMTRiXkEyXkFqcGdeQXVyMzM4MjM0NzgV1SX300jpg,SourceInternetMovieDatabaseValue6310,NA,63,6,tt1356910,movie,02Nov2004,NA,NA,NA,True
CanadaVignettesStuntFamily,1978,NA,NA,NA,Short,NA,NA,NA,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue5010,NA,50,6,tt0225284,movie,NA,NA,NA,NA,True
CanadaVignettesLoveonWheels,1979,NA,NA,NA,MusicalShortRomance,NA,NA,NA,Ateenagertriestomeetagirlontherinkofarollerdiscodespitethefactthathecanbarelystayonhisfeet,English,Canada,NA,NA,SourceInternetMovieDatabaseValue5510,NA,55,6,tt0225274,movie,NA,NA,NA,NA,True
CanadaVignettesFullCircle,1979,NA,NA,NA,DocumentaryShort,NA,NA,NA,AveteranWorldWarIfighterpilotsstoryistoldashetakeshisweeklyspinonabiplaneinhisretirement,English,Canada,NA,NA,SourceInternetMovieDatabaseValue4710,NA,47,6,tt0225264,movie,NA,NA,NA,NA,True
WilliamShatnerSingsOCanada,2011,NA,10May2011,6min,ShortComedy,JacobMedjuck,JacobMedjuck,JacobMedjuckWilliamShatner,WilliamShatnerispreparingtoperformhisownrenditionofCanadasnationalanthemOCanadawhenheisinterruptedbythepersonwhoisdirectinghimThetwonotonlyenterintoa,English,Canada,NA,NA,SourceInternetMovieDatabaseValue8010,NA,80,6,tt2008031,movie,NA,NA,NA,NA,True
Canada,2007,NA,16Nov2007,16min,ShortDrama,AnjaliSundaram,AnjaliSundaram,PiaShahTammyMassaSkylerTrioloAraceliGonzalez,PartmemoirpartfictionCanadaisthestoryofayounghalfIndiangirlwhostruggleswithherNewAgemomandheryoungersiblingsasthefamilyattemptstomovefromNorthern,English,USA,NA,NA,SourceInternetMovieDatabaseValue6710,NA,67,6,tt1214952,movie,NA,NA,NA,NA,True
IceRoadTruckersCanada,2014,NA,01Aug2014,NA,Documentary,NA,NA,HughRowland,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue8010,NA,80,6,tt3524210,series,8,True
FamilyFeudCanada,2019,NA,16Dec2019,NA,GameShow,NA,NA,GerryDee,Canadianfamiliescompetetoguessthemostpopularanswerstosurveyquestions,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMzA3YTRhNjgtNjVkZi00YTZlLTk1M2ItYThhZjU3MThlMWNmXkEyXkFqcGdeQXVyNTM0NTU5MgV1SX300jpg,SourceInternetMovieDatabaseValue6210,NA,62,6,tt11478344,series,NA,True
